U+0021	!
U+7ca1	粡
粢-Kaisho	U+7ca2	粢
U+7ca2	粢
U+7ca4	粤
粥-Kaisho	U+7ca5	粥
U+7ca5	粥
粧-Kaisho	U+7ca7	粧
U+7ca7	粧
粨-Kaisho	U+7ca8	粨
U+7ca8	粨
粫-Kaisho	U+7cab	粫
U+7cab	粫
粭-Kaisho	U+7cad	粭
U+7cad	粭
粮-Kaisho	U+7cae	粮
U+7cae	粮
粱-Kaisho	U+7cb1	粱
U+7cb1	粱
粲-Kaisho	U+7cb2	粲
U+7cb2	粲
粳-Kaisho	U+7cb3	粳
U+7cb3	粳
粹-Kaisho	U+7cb9	粹
U+7cb9	粹
粽-Kaisho	U+7cbd	粽
U+7cbd	粽
精-Kaisho	U+7cbe	精
精-KaishoVtLst	U+7cbe	精
U+7cbe	精
糀-Kaisho	U+7cc0	糀
U+7cc0	糀
糂-Kaisho	U+7cc2	糂
U+7cc2	糂
糅-Kaisho	U+7cc5	糅
U+7cc5	糅
糊-Kaisho	U+7cca	糊
U+7cca	糊
糎-Kaisho	U+7cce	糎
糎-KaishoVtLst	U+7cce	糎
U+7cce	糎
糒-Kaisho	U+7cd2	糒
U+7cd2	糒
糖-Kaisho	U+7cd6	糖
糖-KaishoVt5	U+7cd6	糖
糖-KaishoVtLst	U+7cd6	糖
U+7cd6	糖
糘-Kaisho	U+7cd8	糘
U+7cd8	糘
糜-Kaisho	U+7cdc	糜
U+7cdc	糜
糞-Kaisho	U+7cde	糞
U+7cde	糞
糟-Kaisho	U+7cdf	糟
糟-KaishoVtLst	U+7cdf	糟
U+7cdf	糟
糠-Kaisho	U+7ce0	糠
U+7ce0	糠
糢-Kaisho	U+7ce2	糢
U+7ce2	糢
糧-Kaisho	U+7ce7	糧
糧-KaishoVtLst	U+7ce7	糧
U+7ce7	糧
糯-Kaisho	U+7cef	糯
U+7cef	糯
糲-Kaisho	U+7cf2	糲
U+7cf2	糲
糴-Kaisho	U+7cf4	糴
U+7cf4	糴
糶-Kaisho	U+7cf6	糶
U+7cf6	糶
糸-Kaisho	U+7cf8	糸
U+7cf8	糸
U+7cfa	糺
系-Kaisho	U+7cfb	系
U+7cfb	系
U+7cfe	糾
U+7d00	紀
U+7d02	紂
U+7d04	約
U+7d05	紅
U+7d06	紆
紊-Kaisho	U+7d0a	紊
U+7d0a	紊
U+7d0b	紋
U+7d0d	納
U+7d10	紐
U+7d14	純
U+7d15	紕
U+7d17	紗
U+7d18	紘
U+7d19	紙
U+7d1a	級
U+7d1b	紛
U+7d1c	紜
素-Kaisho	U+7d20	素
素-KaishoVtLst	U+7d20	素
U+7d20	素
U+7d21	紡
索-Kaisho	U+7d22	索
U+7d22	索
紫-KaishoHzFst	U+7d2b	紫
紫-Kaisho	U+7d2b	紫
U+7d2b	紫
U+7d2c	紬
紮-Kaisho	U+7d2e	紮
U+7d2e	紮
累-Kaisho	U+7d2f	累
U+7d2f	累
U+7d30	細
U+7d32	紲
U+7d33	紳
U+7d35	紵
U+7d39	紹
U+7d3a	紺
U+7d3f	紿
U+7d42	終
U+7d43	絃
U+7d44	組
U+7d45	絅
U+7d46	絆
U+7d4b	絋
U+7d4c	経
U+7d4e	絎
U+7d4f	絏
U+7d50	結
U+7d56	絖
絛-Kaisho	U+7d5b	絛
U+7d5b	絛
U+7d5e	絞
U+7d61	絡
U+7d62	絢
U+7d63	絣
U+7d66	給
U+7d68	絨
絮-Kaisho	U+7d6e	絮
U+7d6e	絮
U+7d71	統
U+7d72	絲
U+7d73	絳
U+7d75	絵
U+7d76	絶
U+7d79	絹
U+7d7d	絽
U+7d89	綉
U+7d8f	綏
U+7d93	經
U+7d99	継
U+7d9a	続
U+7d9b	綛
U+7d9c	綜
U+7d9f	綟
U+7da2	綢
U+7da3	綣
U+7dab	綫
U+7dac	綬
U+7dad	維
綮-Kaisho	U+7dae	綮
U+7dae	綮
U+7daf	綯
U+7db0	綰
U+7db1	綱
U+7db2	網
U+7db4	綴
U+7db5	綵
U+7db8	綸
U+7dba	綺
U+7dbb	綻
U+7dbd	綽
U+7dbe	綾
U+7dbf	綿
U+7dc7	緇
緊-KaishoHzFst	U+7dca	緊
緊-Kaisho	U+7dca	緊
U+7dca	緊
U+7dcb	緋
U+7dcf	総
U+7dd1	緑
U+7dd2	緒
緕-KaishoVt6	U+7dd5	緕
U+7dd5	緕
U+7dd8	緘
U+7dda	線
緜-Kaisho	U+7ddc	緜
U+7ddc	緜
U+7ddd	緝
U+7dde	緞
U+7de0	締
U+7de1	緡
U+7de4	緤
U+7de8	編
U+7de9	緩
U+7dec	緬
U+7def	緯
U+7df2	緲
U+7df4	練
U+7dfb	緻
U+7e01	縁
U+7e04	縄
U+7e05	縅
U+7e09	縉
U+7e0a	縊
U+7e0b	縋
U+7e12	縒
U+7e1b	縛
縞-Kaisho	U+7e1e	縞
U+7e1e	縞
U+7e1f	縟
U+7e21	縡
縢-Kaisho	U+7e22	縢
U+7e22	縢
縣-Kaisho	U+7e23	縣
U+7e23	縣
U+7e26	縦
U+7e2b	縫
U+7e2e	縮
U+7e31	縱
U+7e32	縲
U+7e35	縵
U+7e37	縷
U+7e39	縹
U+7e3a	縺
縻-Kaisho	U+7e3b	縻
U+7e3b	縻
U+7e3d	總
U+7e3e	績
繁-Kaisho	U+7e41	繁
U+7e41	繁
U+7e43	繃
U+7e46	繆
U+7e4a	繊
繋-JinmeiKaisho	U+7e4b	繋
繋-Jinmei	U+7e4b	繋
繋-Kaisho	U+7e4b	繋
U+7e4b	繋
U+7e4d	繍
U+7e54	織
U+7e55	繕
U+7e56	繖
U+7e59	繙
U+7e5a	繚
U+7e5d	繝
U+7e5e	繞
U+7e66	繦
U+7e67	繧
U+7e69	繩
U+7e6a	繪
U+7e6d	繭
U+7e70	繰
U+7e79	繹
U+7e7b	繻
U+7e7c	繼
U+7e7d	繽
U+7e7f	繿
纂-Kaisho	U+7e82	纂
U+7e82	纂
U+7e83	纃
U+7e88	纈
U+7e89	纉
U+7e8c	續
U+7e8e	纎
U+7e8f	纏
U+7e90	纐
U+7e92	纒
U+7e93	纓
U+7e94	纔
U+7e96	纖
纛-Kaisho	U+7e9b	纛
纛-KaishoVtLst	U+7e9b	纛
U+7e9b	纛
U+7e9c	纜
U+7f36	缶
U+7f38	缸
U+7f3a	缺
罅-HzFstLeRi	U+7f45	罅
罅-HzFstRiLe	U+7f45	罅
U+7f45	罅
罅-VtFstRiLe	U+7f45	罅
罌-Kaisho	U+7f4c	罌
U+7f4c	罌
罍-Kaisho	U+7f4d	罍
U+7f4d	罍
罎-Kaisho	U+7f4e	罎
U+7f4e	罎
U+7f50	罐
U+7f51	网
U+7f52	罒
罔-Kaisho	U+7f54	罔
U+7f54	罔
U+7f55	罕
U+7f58	罘
U+7f5f	罟
U+7f60	罠
罧-Kaisho	U+7f67	罧
U+7f67	罧
罨-Kaisho	U+7f68	罨
U+7f68	罨
罩-KaishoHzFst	U+7f69	罩
罩-Kaisho	U+7f69	罩
U+7f69	罩
罪-MdFst	U+7f6a	罪
U+7f6a	罪
U+7f6b	罫
置-Kaisho	U+7f6e	置
U+7f6e	置
U+7f70	罰
署-Kaisho	U+7f72	署
U+7f72	署
U+7f75	罵
罵-Vt6	U+7f75	罵
罷-Kaisho	U+7f77	罷
U+7f77	罷
U+7f78	罸
U+7f79	罹
U+7f82	羂
羃-Kaisho	U+7f83	羃
U+7f83	羃
U+7f85	羅
羆-Kaisho	U+7f86	羆
U+7f86	羆
U+7f87	羇
U+7f88	羈
羈-Vt6	U+7f88	羈
U+7f8a	羊
U+7f8c	羌
美-Kaisho	U+7f8e	美
美-KaishoVtLst	U+7f8e	美
U+7f8e	美
U+7f94	羔
羔-VtLst	U+7f94	羔
羚-Insatsu	U+7f9a	羚
U+7f9a	羚
U+7f9d	羝
U+7f9e	羞
羞-VtLst	U+7f9e	羞
U+7fa3	羣
U+7fa4	群
U+7fa8	羨
U+7fa9	義
U+7fae	羮
羮-VtLst	U+7fae	羮
羯-Kaisho	U+7faf	羯
U+7faf	羯
U+7fb2	羲
羶-Kaisho	U+7fb6	羶
U+7fb6	羶
羸-Kaisho	U+7fb8	羸
羸-LeFst	U+7fb8	羸
U+7fb8	羸
U+7fb9	羹
羹-VtLst	U+7fb9	羹
羽-Kaisho	U+7fbd	羽
U+7fbd	羽
U+7fc1	翁
U+7fc5	翅
U+7fc6	翆
翊-Kaisho	U+7fca	翊
U+7fca	翊
翌-Kaisho	U+7fcc	翌
U+7fcc	翌
習-Kaisho	U+7fd2	習
U+7fd2	習
U+7fd4	翔
U+7fd5	翕
翠-Kaisho	U+7fe0	翠
U+7fe0	翠
翡-MdFst	U+7fe1	翡
U+7fe1	翡
U+7fe6	翦
翩-Kaisho	U+7fe9	翩
U+7fe9	翩
翫-HyougaiKaisho	U+7feb	翫
翫-Hyougai	U+7feb	翫
U+7feb	翫
翰-HyougaiKaisho	U+7ff0	翰
翰-Hyougai	U+7ff0	翰
U+7ff0	翰
U+7ff3	翳
U+7ff9	翹
翻-Kaisho	U+7ffb	翻
U+7ffb	翻
翼-Kaisho	U+7ffc	翼
U+7ffc	翼
U+8000	耀
老-Kaisho	U+8001	老
U+8001	老
U+8002	耂
考-Kaisho	U+8003	考
U+8003	考
U+8004	耄
者-Kaisho	U+8005	者
U+8005	者
耆-Kaisho	U+8006	耆
U+8006	耆
U+800b	耋
耋-VtFst	U+800b	耋
U+800c	而
U+8010	耐
耒-Kaisho	U+8012	耒
U+8012	耒
耕-Kaisho	U+8015	耕
U+8015	耕
耗-Kaisho	U+8017	耗
U+8017	耗
耘-Kaisho	U+8018	耘
U+8018	耘
耙-Kaisho	U+8019	耙
U+8019	耙
耜-Kaisho	U+801c	耜
U+801c	耜
耡-Kaisho	U+8021	耡
U+8021	耡
耨-Kaisho	U+8028	耨
U+8028	耨
耳-Kaisho	U+8033	耳
耳-KaishoVt3	U+8033	耳
U+8033	耳
耶-Kaisho	U+8036	耶
耶-KaishoVt3	U+8036	耶
U+8036	耶
耻-KaishoHzFst	U+803b	耻
耻-Kaisho	U+803b	耻
耻-KaishoVt3HzFst	U+803b	耻
耻-KaishoVt3	U+803b	耻
U+803b	耻
耽-Kaisho	U+803d	耽
耽-KaishoVt3	U+803d	耽
U+803d	耽
耿-Kaisho	U+803f	耿
耿-KaishoVt3	U+803f	耿
U+803f	耿
聆-Insatsu	U+8046	聆
聆-Kaisho	U+8046	聆
聆-KaishoVt3	U+8046	聆
U+8046	聆
聊-Kaisho	U+804a	聊
聊-KaishoVt3	U+804a	聊
U+804a	聊
聒-Kaisho	U+8052	聒
聒-KaishoVt3	U+8052	聒
U+8052	聒
聖-Kaisho	U+8056	聖
聖-KaishoVt3	U+8056	聖
聖-KaishoVt3VtLst	U+8056	聖
聖-KaishoVtLst	U+8056	聖
U+8056	聖
聘-Kaisho	U+8058	聘
聘-KaishoVt3Vt3	U+8058	聘
聘-KaishoVt3VtLst	U+8058	聘
U+8058	聘
聚-Kaisho	U+805a	聚
聚-KaishoVt3	U+805a	聚
U+805a	聚
聞-Kaisho	U+805e	聞
聞-KaishoVt3	U+805e	聞
U+805e	聞
聟-Kaisho	U+805f	聟
聟-KaishoVt3	U+805f	聟
U+805f	聟
聡-Kaisho	U+8061	聡
聡-KaishoVt3	U+8061	聡
U+8061	聡
聢-Kaisho	U+8062	聢
聢-KaishoVt3	U+8062	聢
U+8062	聢
聨-Kaisho	U+8068	聨
聨-KaishoVt3	U+8068	聨
U+8068	聨
聯-Kaisho	U+806f	聯
聯-KaishoVt3	U+806f	聯
U+806f	聯
聰-Kaisho	U+8070	聰
聰-KaishoVt3	U+8070	聰
U+8070	聰
聲-Kaisho	U+8072	聲
聲-KaishoVt3	U+8072	聲
U+8072	聲
聳-Kaisho	U+8073	聳
聳-KaishoVt3	U+8073	聳
U+8073	聳
聴-Kaisho	U+8074	聴
聴-KaishoVt3	U+8074	聴
U+8074	聴
聶-Kaisho	U+8076	聶
聶-KaishoVt3	U+8076	聶
U+8076	聶
職-Kaisho	U+8077	職
職-KaishoVt3	U+8077	職
U+8077	職
聹-Kaisho	U+8079	聹
聹-KaishoVt3	U+8079	聹
U+8079	聹
聽-Kaisho	U+807d	聽
聽-KaishoVt3	U+807d	聽
聽-KaishoVt3VtLst	U+807d	聽
聽-KaishoVtLst	U+807d	聽
U+807d	聽
聾-Kaisho	U+807e	聾
聾-KaishoVt3	U+807e	聾
U+807e	聾
U+807f	聿
U+8084	肄
肅-Kaisho	U+8085	肅
肅-KaishoVt6	U+8085	肅
U+8085	肅
肆-HzFst	U+8086	肆
U+8086	肆
U+8087	肇
U+8089	肉
肋-Kaisho	U+808b	肋
U+808b	肋
肌-Kaisho	U+808c	肌
U+808c	肌
肓-Kaisho	U+8093	肓
U+8093	肓
肖-Kaisho	U+8096	肖
U+8096	肖
肘-Kaisho	U+8098	肘
U+8098	肘
肚-Kaisho	U+809a	肚
U+809a	肚
肛-Kaisho	U+809b	肛
U+809b	肛
肝-Kaisho	U+809d	肝
U+809d	肝
股-Kaisho	U+80a1	股
U+80a1	股
肢-Kaisho	U+80a2	肢
U+80a2	肢
肥-Kaisho	U+80a5	肥
U+80a5	肥
肩-Kaisho	U+80a9	肩
U+80a9	肩
肪-Kaisho	U+80aa	肪
U+80aa	肪
肬-Kaisho	U+80ac	肬
U+80ac	肬
肭-Kaisho	U+80ad	肭
U+80ad	肭
肯-KaishoHzFst	U+80af	肯
肯-Kaisho	U+80af	肯
U+80af	肯
肱-Kaisho	U+80b1	肱
U+80b1	肱
育-Kaisho	U+80b2	育
U+80b2	育
肴-Kaisho	U+80b4	肴
U+80b4	肴
肺-Kaisho	U+80ba	肺
U+80ba	肺
胃-Kaisho	U+80c3	胃
U+80c3	胃
胄-Kaisho	U+80c4	胄
胄-KaishoVtLst	U+80c4	胄
U+80c4	胄
胆-Kaisho	U+80c6	胆
U+80c6	胆
背-Kaisho	U+80cc	背
U+80cc	背
胎-Kaisho	U+80ce	胎
U+80ce	胎
胖-Kaisho	U+80d6	胖
U+80d6	胖
胙-Kaisho	U+80d9	胙
U+80d9	胙
胚-Kaisho	U+80da	胚
U+80da	胚
胛-Kaisho	U+80db	胛
U+80db	胛
胝-Kaisho	U+80dd	胝
U+80dd	胝
胞-Kaisho	U+80de	胞
U+80de	胞
胡-Kaisho	U+80e1	胡
U+80e1	胡
胤-Kaisho	U+80e4	胤
U+80e4	胤
胥-Kaisho	U+80e5	胥
U+80e5	胥
胯-Kaisho	U+80ef	胯
U+80ef	胯
胱-Kaisho	U+80f1	胱
U+80f1	胱
胴-Kaisho	U+80f4	胴
U+80f4	胴
胸-Kaisho	U+80f8	胸
U+80f8	胸
胼-Kaisho	U+80fc	胼
U+80fc	胼
能-Kaisho	U+80fd	能
U+80fd	能
脂-Kaisho	U+8102	脂
U+8102	脂
脅-Kaisho	U+8105	脅
U+8105	脅
脆-Kaisho	U+8106	脆
U+8106	脆
脇-Kaisho	U+8107	脇
U+8107	脇
脈-Kaisho	U+8108	脈
U+8108	脈
脉-Kaisho	U+8109	脉
U+8109	脉
脊-Kaisho	U+810a	脊
U+810a	脊
脚-Kaisho	U+811a	脚
U+811a	脚
脛-Kaisho	U+811b	脛
U+811b	脛
脣-Kaisho	U+8123	脣
U+8123	脣
脩-Kaisho	U+8129	脩
U+8129	脩
脯-Kaisho	U+812f	脯
U+812f	脯
脱-Kaisho	U+8131	脱
U+8131	脱
脳-Kaisho	U+8133	脳
U+8133	脳
脹-KaishoHzFst	U+8139	脹
脹-Kaisho	U+8139	脹
U+8139	脹
脾-Kaisho	U+813e	脾
U+813e	脾
腆-Kaisho	U+8146	腆
腆-KaishoVtLst	U+8146	腆
U+8146	腆
腋-Kaisho	U+814b	腋
U+814b	腋
腎-KaishoHzFst	U+814e	腎
腎-Kaisho	U+814e	腎
U+814e	腎
腐-Kaisho	U+8150	腐
U+8150	腐
腑-Kaisho	U+8151	腑
U+8151	腑
腓-KaishoMdFst	U+8153	腓
腓-Kaisho	U+8153	腓
U+8153	腓
腔-Kaisho	U+8154	腔
U+8154	腔
腕-Kaisho	U+8155	腕
U+8155	腕
腟-Kaisho	U+815f	腟
腟-KaishoVtFst	U+815f	腟
U+815f	腟
腥-Kaisho	U+8165	腥
腥-KaishoVtLst	U+8165	腥
U+8165	腥
腦-Kaisho	U+8166	腦
U+8166	腦
腫-Kaisho	U+816b	腫
腫-KaishoVtLst	U+816b	腫
U+816b	腫
腮-Kaisho	U+816e	腮
U+816e	腮
腰-Kaisho	U+8170	腰
U+8170	腰
腱-HyougaiKaisho	U+8171	腱
腱-Hyougai	U+8171	腱
U+8171	腱
腴-Kaisho	U+8174	腴
U+8174	腴
腸-Kaisho	U+8178	腸
U+8178	腸
腹-Kaisho	U+8179	腹
U+8179	腹
腺-Kaisho	U+817a	腺
U+817a	腺
腿-HyougaiKaisho	U+817f	腿
腿-Hyougai	U+817f	腿
腿-Kaisho	U+817f	腿
U+817f	腿
膀-Kaisho	U+8180	膀
U+8180	膀
膂-Kaisho	U+8182	膂
U+8182	膂
膃-Kaisho	U+8183	膃
U+8183	膃
膈-Kaisho	U+8188	膈
U+8188	膈
膊-Kaisho	U+818a	膊
U+818a	膊
膏-HyougaiKaisho	U+818f	膏
膏-Hyougai	U+818f	膏
U+818f	膏
膓-Kaisho	U+8193	膓
U+8193	膓
膕-Kaisho	U+8195	膕
U+8195	膕
膚-KaishoHzFstLeRi	U+819a	膚
膚-KaishoHzFstRiLe	U+819a	膚
膚-Kaisho	U+819a	膚
膚-KaishoVtFstRiLe	U+819a	膚
U+819a	膚
膜-Kaisho	U+819c	膜
U+819c	膜
膝-Kaisho	U+819d	膝
U+819d	膝
膠-Kaisho	U+81a0	膠
U+81a0	膠
膣-Kaisho	U+81a3	膣
膣-KaishoVtFst	U+81a3	膣
U+81a3	膣
膤-Kaisho	U+81a4	膤
U+81a4	膤
膨-Kaisho	U+81a8	膨
U+81a8	膨
膩-Kaisho	U+81a9	膩
U+81a9	膩
膰-Kaisho	U+81b0	膰
U+81b0	膰
膳-Kaisho	U+81b3	膳
U+81b3	膳
膵-Kaisho	U+81b5	膵
U+81b5	膵
膸-Kaisho	U+81b8	膸
U+81b8	膸
膺-Kaisho	U+81ba	膺
U+81ba	膺
膽-Kaisho	U+81bd	膽
U+81bd	膽
膾-Kaisho	U+81be	膾
U+81be	膾
膿-Kaisho	U+81bf	膿
膿-KaishoVtLst	U+81bf	膿
U+81bf	膿
臀-Kaisho	U+81c0	臀
U+81c0	臀
臂-Kaisho	U+81c2	臂
U+81c2	臂
臆-Kaisho	U+81c6	臆
U+81c6	臆
臈-Kaisho	U+81c8	臈
U+81c8	臈
臉-Kaisho	U+81c9	臉
U+81c9	臉
臍-Kaisho	U+81cd	臍
U+81cd	臍
臑-Kaisho	U+81d1	臑
U+81d1	臑
臓-KaishoHzFst	U+81d3	臓
臓-KaishoHzFstTenFst	U+81d3	臓
臓-Kaisho	U+81d3	臓
U+81d3	臓
臘-Kaisho	U+81d8	臘
U+81d8	臘
臙-Kaisho	U+81d9	臙
U+81d9	臙
臚-KaishoHzFstLeRi	U+81da	臚
臚-KaishoHzFstRiLe	U+81da	臚
臚-Kaisho	U+81da	臚
臚-KaishoVtFstRiLe	U+81da	臚
U+81da	臚
臟-KaishoHzFst	U+81df	臟
臟-KaishoHzFstTenFst	U+81df	臟
臟-Kaisho	U+81df	臟
U+81df	臟
U+81e0	臠
臣-HzFst	U+81e3	臣
U+81e3	臣
臥-HzFst	U+81e5	臥
U+81e5	臥
臧-HzFst	U+81e7	臧
臧-HzFstTenFst	U+81e7	臧
U+81e7	臧
臨-HzFst	U+81e8	臨
U+81e8	臨
自-Kaisho	U+81ea	自
U+81ea	自
臭-Kaisho	U+81ed	臭
U+81ed	臭
U+81f3	至
至-VtFst	U+81f3	至
U+81f4	致
致-VtFst	U+81f4	致
U+81fa	臺
臺-VtFst	U+81fa	臺
臻-Kaisho	U+81fb	臻
臻-KaishoVtFst	U+81fb	臻
U+81fb	臻
臼-HzFst	U+81fc	臼
U+81fc	臼
U+81fe	臾
舁-HzFst	U+8201	舁
U+8201	舁
舂-HzFst	U+8202	舂
U+8202	舂
舅-KaishoHzFst	U+8205	舅
舅-Kaisho	U+8205	舅
U+8205	舅
與-LeFst	U+8207	與
U+8207	與
興-MdFst	U+8208	興
U+8208	興
舉-LeFst	U+8209	舉
U+8209	舉
舊-HzFst	U+820a	舊
U+820a	舊
U+820c	舌
U+820d	舍
U+820e	舎
U+8210	舐
U+8212	舒
舖-Kaisho	U+8216	舖
U+8216	舖
舗-Kaisho	U+8217	舗
U+8217	舗
舘-Kaisho	U+8218	舘
U+8218	舘
U+821b	舛
U+821c	舜
舞-KaishoHzLst	U+821e	舞
舞-Kaisho	U+821e	舞
U+821e	舞
U+821f	舟
U+8229	舩
航-Kaisho	U+822a	航
U+822a	航
舫-Kaisho	U+822b	舫
U+822b	舫
U+822c	般
U+822e	舮
舳-Kaisho	U+8233	舳
舳-KaishoVtLst	U+8233	舳
U+8233	舳
舵-Kaisho	U+8235	舵
U+8235	舵
舶-Kaisho	U+8236	舶
U+8236	舶
舷-Kaisho	U+8237	舷
U+8237	舷
U+8238	舸
船-Kaisho	U+8239	船
U+8239	船
U+8240	艀
U+8247	艇
艘-Hyougai	U+8258	艘
U+8258	艘
艘-VtLst	U+8258	艘
U+8259	艙
艚-Kaisho	U+825a	艚
艚-KaishoVtLst	U+825a	艚
U+825a	艚
U+825d	艝
艟-Kaisho	U+825f	艟
艟-KaishoVtLst	U+825f	艟
U+825f	艟
U+8262	艢
U+8264	艤
艦-HzFst	U+8266	艦
U+8266	艦
U+8268	艨
艪-Kaisho	U+826a	艪
U+826a	艪
艫-KaishoHzFstLeRi	U+826b	艫
艫-KaishoHzFstRiLe	U+826b	艫
艫-Kaisho	U+826b	艫
艫-KaishoVtFstRiLe	U+826b	艫
U+826b	艫
艮-Kaisho	U+826e	艮
U+826e	艮
良-Kaisho	U+826f	良
U+826f	良
艱-Kaisho	U+8271	艱
U+8271	艱
U+8272	色
艶-Kaisho	U+8276	艶
艶-KaishoVtLst	U+8276	艶
U+8276	艶
U+8277	艷
U+8278	艸
U+8279	艹
U+827e	艾
U+828b	芋
U+828d	芍
芒-HyougaiKaisho	U+8292	芒
芒-Hyougai	U+8292	芒
U+8292	芒
U+8299	芙
U+829d	芝
U+829f	芟
U+82a5	芥
芦-Hyougai	U+82a6	芦
U+82a6	芦
U+82ab	芫
U+82ac	芬
U+82ad	芭
U+82af	芯
U+82b1	花
芳-Kaisho	U+82b3	芳
U+82b3	芳
U+82b8	芸
U+82b9	芹
U+82bb	芻
U+82bd	芽
U+82c5	苅
U+82d1	苑
U+82d2	苒
苓-Insatsu	U+82d3	苓
U+82d3	苓
U+82d4	苔
苗-Kaisho	U+82d7	苗
U+82d7	苗
苙-Kaisho	U+82d9	苙
U+82d9	苙
U+82db	苛
苜-Kaisho	U+82dc	苜
U+82dc	苜
U+82de	苞
U+82df	苟
U+82e1	苡
苣-HzFst	U+82e3	苣
U+82e3	苣
U+82e5	若
U+82e6	苦
苧-Kaisho	U+82e7	苧
U+82e7	苧
苫-HzFst	U+82eb	苫
U+82eb	苫
英-Kaisho	U+82f1	英
U+82f1	英
U+82f3	苳
苴-Kaisho	U+82f4	苴
U+82f4	苴
U+82f9	苹
U+82fa	苺
U+82fb	苻
U+8302	茂
U+8303	范
U+8304	茄
U+8305	茅
U+8306	茆
茉-Kaisho	U+8309	茉
U+8309	茉
U+830e	茎
U+8316	茖
U+8317	茗
U+8318	茘
U+831c	茜
U+8323	茣
茨-Hyougai	U+8328	茨
U+8328	茨
茫-Kaisho	U+832b	茫
U+832b	茫
U+832f	茯
茱-Kaisho	U+8331	茱
U+8331	茱
U+8332	茲
U+8334	茴
U+8335	茵
茶-Kaisho	U+8336	茶
U+8336	茶
茸-Kaisho	U+8338	茸
茸-KaishoVt3	U+8338	茸
U+8338	茸
U+8339	茹
荀-Kaisho	U+8340	荀
U+8340	荀
U+8345	荅
草-Kaisho	U+8349	草
U+8349	草
U+834a	荊
U+834f	荏
U+8350	荐
荒-Kaisho	U+8352	荒
U+8352	荒
U+8358	荘
U+8373	荳
U+8375	荵
U+8377	荷
U+837b	荻
U+837c	荼
莅-Kaisho	U+8385	莅
U+8385	莅
莇-Kaisho	U+8387	莇
U+8387	莇
莉-Kaisho	U+8389	莉
U+8389	莉
U+838a	莊
U+838e	莎
U+8393	莓
U+8396	莖
莚-HzFst	U+839a	莚
U+839a	莚
莞-Kaisho	U+839e	莞
U+839e	莞
U+839f	莟
莠-Kaisho	U+83a0	莠
U+83a0	莠
U+83a2	莢
莨-Kaisho	U+83a8	莨
U+83a8	莨
U+83aa	莪
莫-Kaisho	U+83ab	莫
U+83ab	莫
莱-Jinmei	U+83b1	莱
莱-Kaisho	U+83b1	莱
U+83b1	莱
U+83b5	莵
U+83bd	莽
U+83c1	菁
菁-VtLst	U+83c1	菁
菅-Kaisho	U+83c5	菅
U+83c5	菅
菊-Kaisho	U+83ca	菊
U+83ca	菊
菌-Kaisho	U+83cc	菌
U+83cc	菌
菎-Kaisho	U+83ce	菎
U+83ce	菎
菓-Kaisho	U+83d3	菓
U+83d3	菓
菖-Kaisho	U+83d6	菖
U+83d6	菖
菘-Kaisho	U+83d8	菘
U+83d8	菘
菜-Kaisho	U+83dc	菜
U+83dc	菜
U+83df	菟
U+83e0	菠
菩-Kaisho	U+83e9	菩
U+83e9	菩
U+83eb	菫
菫-VtLst	U+83eb	菫
U+83ef	華
U+83f0	菰
U+83f1	菱
菲-MdFst	U+83f2	菲
U+83f2	菲
菴-Kaisho	U+83f4	菴
U+83f4	菴
U+83f7	菷
菻-Kaisho	U+83fb	菻
U+83fb	菻
菽-HzFst	U+83fd	菽
U+83fd	菽
萃-Kaisho	U+8403	萃
U+8403	萃
U+8404	萄
萇-HzFst	U+8407	萇
U+8407	萇
U+840b	萋
萋-VtLst	U+840b	萋
萌-Kaisho	U+840c	萌
U+840c	萌
U+840d	萍
U+840e	萎
萓-Kaisho	U+8413	萓
U+8413	萓
U+8420	萠
U+8422	萢
萩-Kaisho	U+8429	萩
U+8429	萩
萪-Kaisho	U+842a	萪
U+842a	萪
萬-Kaisho	U+842c	萬
U+842c	萬
萱-Kaisho	U+8431	萱
U+8431	萱
萵-HzFst	U+8435	萵
U+8435	萵
U+8438	萸
U+843c	萼
U+843d	落
葆-Kaisho	U+8446	葆
U+8446	葆
葉-Kaisho	U+8449	葉
U+8449	葉
U+844e	葎
著-Kaisho	U+8457	著
U+8457	著
葛-HyougaiKaisho	U+845b	葛
葛-Hyougai	U+845b	葛
葛-Kaisho	U+845b	葛
U+845b	葛
葡-Kaisho	U+8461	葡
U+8461	葡
U+8462	葢
董-Kaisho	U+8463	董
董-KaishoVtLst	U+8463	董
U+8463	董
U+8466	葦
葩-Kaisho	U+8469	葩
U+8469	葩
葫-Kaisho	U+846b	葫
U+846b	葫
U+846c	葬
U+846d	葭
葭-VtFst	U+846d	葭
U+846e	葮
U+846f	葯
U+8471	葱
葵-Dg3	U+8475	葵
葵-DgLst	U+8475	葵
U+8475	葵
葷-Kaisho	U+8477	葷
U+8477	葷
葹-Kaisho	U+8479	葹
U+8479	葹
葺-Kaisho	U+847a	葺
葺-KaishoVt3	U+847a	葺
U+847a	葺
蒂-Kaisho	U+8482	蒂
U+8482	蒂
U+8484	蒄
U+848b	蒋
蒐-Kaisho	U+8490	蒐
U+8490	蒐
蒔-Kaisho	U+8494	蒔
U+8494	蒔
U+8499	蒙
U+849c	蒜
蒟-Kaisho	U+849f	蒟
U+849f	蒟
蒡-Kaisho	U+84a1	蒡
U+84a1	蒡
U+84ad	蒭
